episode,time,building_load,total_load,smp_price,reward,ev0_present,ev0_soc,ev0_charging_rate,ev0_arrival_time,ev0_departure_time,ev1_present,ev1_soc,ev1_charging_rate,ev1_arrival_time,ev1_departure_time,ev2_present,ev2_soc,ev2_charging_rate,ev2_arrival_time,ev2_departure_time,ev3_present,ev3_soc,ev3_charging_rate,ev3_arrival_time,ev3_departure_time,ev4_present,ev4_soc,ev4_charging_rate,ev4_arrival_time,ev4_departure_time,ev5_present,ev5_soc,ev5_charging_rate,ev5_arrival_time,ev5_departure_time,ev6_present,ev6_soc,ev6_charging_rate,ev6_arrival_time,ev6_departure_time,ev7_present,ev7_soc,ev7_charging_rate,ev7_arrival_time,ev7_departure_time,ev8_present,ev8_soc,ev8_charging_rate,ev8_arrival_time,ev8_departure_time,ev9_present,ev9_soc,ev9_charging_rate,ev9_arrival_time,ev9_departure_time,ev10_present,ev10_soc,ev10_charging_rate,ev10_arrival_time,ev10_departure_time,ev11_present,ev11_soc,ev11_charging_rate,ev11_arrival_time,ev11_departure_time,ev12_present,ev12_soc,ev12_charging_rate,ev12_arrival_time,ev12_departure_time,ev13_present,ev13_soc,ev13_charging_rate,ev13_arrival_time,ev13_departure_time,ev14_present,ev14_soc,ev14_charging_rate,ev14_arrival_time,ev14_departure_time,ev15_present,ev15_soc,ev15_charging_rate,ev15_arrival_time,ev15_departure_time,ev16_present,ev16_soc,ev16_charging_rate,ev16_arrival_time,ev16_departure_time,ev17_present,ev17_soc,ev17_charging_rate,ev17_arrival_time,ev17_departure_time,ev18_present,ev18_soc,ev18_charging_rate,ev18_arrival_time,ev18_departure_time,ev19_present,ev19_soc,ev19_charging_rate,ev19_arrival_time,ev19_departure_time
0,1,197.59524700031636,176.26197558392533,77.24179563594521,3853.2320823250307,1,29.712649604041587,5.0797973194107175,10,12,1,35.751404873814295,-4.6419149218133855,7,23,1,25.015084016921463,4.4630736624840335,6,21,1,45.658135811927835,-2.4841486819605816,2,16,1,37.77720252794801,-5.277677695638105,9,16,1,25.40656040952434,4.4434847170198815,2,22,1,43.33818459151519,-6.883401077543638,3,15,1,50.82732556028352,6.057078700211683,7,18,1,34.977064604578906,3.5348904264859087,0,14,1,28.355756244751582,5.591155854537272,10,12,1,55.15454713421321,-0.8577627622198132,1,21,1,48.209574560231594,-1.9557050677638845,9,13,1,54.16686688470128,-1.8247327283142996,11,19,1,21.969698998518766,-6.538247178275516,3,15,1,25.205531460934473,-4.27319350788668,11,17,1,17.12349633817498,-4.669978434652131,9,21,1,37.49125960954555,-3.8600678106463953,9,22,1,25.737906478024748,-3.482330457302779,4,18,1,31.511221815237032,-0.3379134696314896,4,20,1,35.352350408491816,-3.4156783028918327,0,22
0,2,176.40363716052096,149.39412793034708,20.068027639236725,2980.3757031203813,1,23.022281783532176,-4.683257474356587,10,12,1,27.31721993228892,-5.903929459067763,7,23,1,23.350641420103532,-1.1651098177725525,6,21,1,45.658135811927835,0.0,2,16,1,37.77720252794801,0.0,9,16,1,25.40656040952434,0.0,2,22,1,38.648832827294534,-3.2825462349544585,3,15,1,50.82732556028352,0.0,7,18,1,34.977064604578906,0.0,0,14,1,28.355756244751582,0.0,10,12,1,55.15454713421321,0.0,1,21,1,42.66665584804915,-3.8800430985277083,9,13,1,54.16686688470128,0.0,11,19,1,21.65777144804323,-0.21834928533287434,3,15,1,25.205531460934473,0.0,11,17,1,17.12349633817498,0.0,9,21,1,36.09769929934699,-0.9754922171389924,9,22,1,15.962863806170553,-6.842529870297937,4,18,1,31.511221815237032,0.0,4,20,1,35.26913359031323,-0.058251772725010476,0,22
0,3,159.93823017241553,167.25456320897138,-20.655922415367314,132.81581026897368,1,24.959938461360544,1.937656677828367,10,12,1,30.61260111415788,3.295381181868958,7,23,1,20.43991259849912,-2.0375101751230877,6,21,1,46.211880782672544,0.5537449707447126,2,16,1,42.849394669664456,5.072192141716442,9,16,1,16.915931672882444,-5.943440115649327,2,22,1,32.08622812863135,-4.593823289064232,3,15,1,43.69979231407167,-4.98927327234829,7,18,1,32.64412003522305,-1.633061198549103,0,14,1,27.110002060050235,-0.8720279292909441,10,12,1,55.51368597598039,0.35913884176717437,1,21,1,45.89757649037418,3.230920642325028,9,13,1,60.966633760689426,6.799766875988145,11,19,1,24.648613521926457,2.9908420738832255,3,15,1,30.419159949034015,5.213628488099541,11,17,1,22.0840212121121,4.9605248739371195,9,21,1,27.6031542988376,-5.946181500356573,9,22,1,6.678895549010633,-6.498777780011944,4,18,1,36.35164989235775,4.840428077120718,4,20,1,35.845337041983136,0.5762034516699024,0,22
0,4,152.7207461742847,125.40179360723553,-51.032876371825,-806.1402352772391,1,24.959938461360544,0.0,10,12,1,22.902842513623874,-5.396831020373805,7,23,1,10.702405141550207,-6.816255219864239,6,21,1,46.211880782672544,0.0,2,16,1,42.849394669664456,0.0,9,16,1,16.915931672882444,0.0,2,22,1,28.97119857511953,-2.1805206874582717,3,15,1,40.05068309575244,-2.554376452823462,7,18,1,32.64412003522305,0.0,0,14,1,22.98054372374112,-2.890620835416379,10,12,1,55.51368597598039,0.0,1,21,1,44.662243672746,-0.864732972339725,9,13,1,60.966633760689426,0.0,11,19,1,24.648613521926457,0.0,3,15,1,30.419159949034015,0.0,11,17,1,12.633142099578837,-6.615615378773283,9,21,1,27.6031542988376,0.0,9,22,1,6.678895549010633,0.0,4,18,1,36.35164989235775,0.0,4,20,1,35.845337041983136,0.0,0,22
0,5,142.2868296299466,103.9257142021473,0.0,-3147.933701020933,1,25.61262828969656,0.6526898283360161,10,12,1,29.80405610942826,6.901213595804385,7,23,1,12.541025981221939,1.8386208396717312,6,21,1,48.85241844566809,2.640537662995551,2,16,1,40.260776898296754,-1.8120324399573904,9,16,1,18.158373076006338,1.2424414031238937,2,22,1,19.009511394936304,-6.973181026128257,3,15,1,32.06567521297379,-5.589505517945059,7,18,1,29.00030891817325,-2.5506677819348584,0,14,1,15.846380951478404,-4.993913940583902,10,12,1,53.11678870614559,-1.6778280888843562,1,21,1,35.910038261602466,-6.126543787800473,9,13,1,54.70057623867102,-4.386240265412884,11,19,1,20.418207228126267,-2.9612844056601335,3,15,1,25.858747472252546,-3.192288733747029,11,17,1,6.48550443268036,-4.303346366828935,9,21,1,30.387594223983175,2.784439925145574,9,22,1,0.0,-4.675226884307443,4,18,1,30.73066013099419,-3.934692832954493,4,20,1,34.06775616950995,-1.244306610731233,0,22
0,6,179.39934459154986,157.91638130421367,42.38790450787419,0.0,1,26.707677494006717,1.095049204310156,10,12,1,31.19767735007457,1.3936212406463109,7,23,1,10.831575182123236,-1.1966155593690913,6,21,1,38.95404694440923,-6.928860050881207,2,16,1,35.165350890432414,-3.5667982055050387,9,16,1,17.70740264746328,-0.31567929998014077,2,22,1,17.23685712075548,-1.2408579919265774,3,15,1,34.74126723181216,2.675592018838371,7,18,1,35.97456487808695,6.974255959913704,0,14,1,12.01246794962317,-2.6837391012986638,10,12,1,53.33001846609118,0.2132297599455888,1,21,1,30.84869559932464,-3.5429398635944795,9,13,1,57.49871490986657,2.79813867119555,11,19,1,21.9128837754457,1.4946765473194332,3,15,1,18.049695733850093,-5.466336216881717,11,17,1,0.0,-4.539853102876252,9,21,1,24.64948408852188,-4.016677094822907,9,22,1,0.0,-0.0,4,18,1,30.409349945220136,-0.22491713004183556,4,20,1,27.77596606618509,-4.404253072327398,0,22
0,7,285.13918629233905,285.742068968339,173.13413881950518,609.1326549978942,1,31.272310047288347,4.564632553281631,10,12,1,26.75156889964341,-3.1122759153018142,7,23,1,14.738948435413622,3.907373253290385,6,21,1,40.21857135695067,1.2645244125414385,2,16,1,26.584651393676708,-6.006489647728996,9,16,1,18.6878366415685,0.9804339941052189,2,22,1,22.691404561298196,5.454547440542714,3,15,1,28.04398159578735,-4.688099945217367,7,18,1,26.5873092074403,-6.571078969452659,0,14,1,14.411873594798694,2.3994056451755235,10,12,1,57.851044913340665,4.521026447249484,1,21,1,26.512072859262737,-3.035635918043333,9,13,1,63.69846746347668,6.199752553610113,11,19,1,14.795944465837326,-4.98185751672586,3,15,1,21.30337263711302,3.253676903262927,11,17,1,0.0,-0.0,9,21,1,26.454714290772205,1.805230202250325,9,22,1,0.4951750115424234,0.4951750115424234,4,18,1,31.104197016181285,0.6948470709611481,4,20,1,18.429816209980366,-6.542304899343307,0,22
0,8,364.05925036585825,367.06727637079484,439.8648201136209,2206.0874519665495,1,34.90562497490012,3.633314927611778,10,12,1,16.86563402756604,-6.92015441045416,7,23,1,14.851960724870644,0.11301228945702202,6,21,1,42.48524409296629,2.2666727360156234,2,16,1,19.415438477291353,-5.01844904146975,9,16,1,24.438178946687085,5.750342305118585,2,22,1,17.688273609858005,-3.502191666008134,3,15,1,34.94131138567547,6.897329789888119,7,18,1,30.813062380203487,4.225753172763187,0,14,1,15.943483683117604,1.5316100883189108,10,12,1,52.749913835773555,-3.5707917542969794,1,21,1,25.87274165434008,-0.4475318434458617,9,13,1,54.95973227204237,-6.117114634004017,11,19,1,21.73938086605602,6.943436400218693,3,15,1,21.02699252274733,-0.19346608005598354,11,17,1,0.0,-0.0,9,21,1,30.92827669940977,4.473562408637564,9,22,1,4.418392739322168,3.923217727779744,4,18,1,25.31173350240271,-4.054724459645003,4,20,1,8.535813422133558,-6.925801951492767,0,22
0,9,483.00657068579744,455.4659097585115,617.9464787500289,17305.954092272674,1,34.90562497490012,0.0,10,12,1,16.86563402756604,0.0,7,23,1,6.961239431349731,-5.523504905464639,6,21,1,42.48524409296629,0.0,2,16,1,19.415438477291353,0.0,9,16,1,24.438178946687085,0.0,2,22,1,17.688273609858005,0.0,3,15,1,31.87783746355497,-2.144431745484349,7,18,1,30.813062380203487,0.0,0,14,1,13.646188182814361,-1.6081068502122697,10,12,1,52.749913835773555,0.0,1,21,1,18.903283877917183,-4.878620443496029,9,13,1,54.95973227204237,0.0,11,19,1,21.73938086605602,0.0,3,15,1,12.320387257042277,-6.094623685993538,11,17,1,0.0,-0.0,9,21,1,30.92827669940977,0.0,9,22,1,3.5555074968544886,-0.6040196697273754,4,18,1,22.050035438119036,-2.2831886449985714,4,20,1,2.244149162263273,-4.404164981909199,0,22
0,10,529.2436008736133,502.6998282562074,656.6805359766012,56162.23456658338,1,40.60788083033232,5.702255855432197,10,12,1,16.86563402756604,0.0,7,23,1,8.881784197001252e-16,-4.872867601944812,6,21,1,36.05418425158774,-4.501741888964985,2,16,1,19.415438477291353,0.0,9,16,1,24.438178946687085,0.0,2,22,1,17.688273609858005,0.0,3,15,1,22.830391989492238,-6.333211831843914,7,18,1,30.813062380203487,0.0,0,14,1,13.646188182814361,0.0,10,12,1,44.12244774785891,-6.039226261540254,1,21,1,18.903283877917183,0.0,9,13,1,54.139531485308524,-0.5741405507136959,11,19,1,21.73938086605602,0.0,3,15,1,11.719702850319148,-0.4204790847061901,11,17,1,0.0,0.0,9,21,1,23.150274425492867,-5.444601591741831,9,22,1,0.0,-2.488855247798142,4,18,1,22.050035438119036,0.0,4,20,1,0.0,-1.5709044135842911,0,22
0,11,535.6803567164352,522.2279181473172,704.4771819733402,95463.89598111066,1,40.60788083033232,0.0,10,12,1,16.86563402756604,0.0,7,23,1,0.0,-6.217248937900877e-16,6,21,1,33.58043492035792,-1.7316245318608723,2,16,1,19.415438477291353,0.0,9,16,1,24.438178946687085,0.0,2,22,1,17.688273609858005,0.0,3,15,1,22.830391989492238,0.0,7,18,1,30.813062380203487,0.0,0,14,1,13.646188182814361,0.0,10,12,1,44.12244774785891,0.0,1,21,1,25.48039739193876,6.577113514021576,9,13,1,46.346558578525645,-5.455081034748013,11,19,1,16.870695674627456,-3.408079633999996,3,15,1,3.099901203693662,-6.033861152637841,11,17,1,0.0,-0.0,9,21,1,18.29183766850309,-3.4009057298928456,9,22,1,0.0,0.0,4,18,1,22.050035438119036,0.0,4,20,1,0.0,-0.0,0,22
0,12,627.2677465806721,612.1262900317121,557.9140276853497,119027.20440047591,1,43.41439444079969,2.8065136104673725,10,12,1,7.065152943653068,-6.86033675873908,7,23,1,0.0,0.0,6,21,1,26.159540683730413,-5.194625965639256,2,16,1,19.415438477291353,0.0,9,16,1,20.21813147068399,-2.9540332332021664,2,22,1,17.688273609858005,0.0,3,15,1,22.830391989492238,0.0,7,18,1,30.813062380203487,0.0,0,14,1,13.646188182814361,0.0,10,12,1,40.943056222730036,-2.225574067590209,1,21,1,31.243261422064876,5.762864030126117,9,13,1,46.346558578525645,0.0,11,19,1,16.870695674627456,0.0,3,15,1,3.099901203693662,0.0,11,17,1,0.0,-0.0,9,21,1,11.90186183479269,-4.472983083597278,9,22,1,0.0,0.0,4,18,1,19.18820532271106,-2.0032810807855825,4,20,1,0.0,0.0,0,22
0,13,573.8031910302832,573.5800282773799,523.976076234612,610.9292696100389,0,0.0,0.0,-1,-1,1,7.065152943653068,0.0,7,23,1,0.0,-0.0,6,21,1,26.159540683730413,0.0,2,16,1,19.415438477291353,0.0,9,16,1,20.21813147068399,0.0,2,22,1,17.688273609858005,0.0,3,15,1,22.830391989492238,0.0,7,18,1,30.813062380203487,0.0,0,14,0,0.0,0.0,-1,-1,1,40.943056222730036,0.0,1,21,1,31.243261422064876,0.0,9,13,1,46.346558578525645,0.0,11,19,1,16.870695674627456,0.0,3,15,1,3.099901203693662,0.0,11,17,1,0.0,0.0,9,21,1,11.90186183479269,0.0,9,22,1,0.0,0.0,4,18,1,18.869401389992152,-0.22316275290323517,4,20,1,0.0,0.0,0,22
0,14,650.8094455029344,637.7902417108297,410.6961936517774,73233.54923995196,0,0.0,0.0,-1,-1,1,0.0054548321306508996,-4.941788678065691,7,23,1,0.0,0.0,6,21,1,26.159540683730413,0.0,2,16,1,25.812905698359067,6.397467221067712,9,16,1,10.860501605879673,-6.55034090536302,2,22,1,17.688273609858005,0.0,3,15,1,14.62286578894589,-5.7452683403824425,7,18,1,30.813062380203487,0.0,0,14,0,0.0,0.0,-1,-1,1,40.943056222730036,0.0,1,21,0,0.0,0.0,-1,-1,1,43.23331130800961,-2.1792730893612244,11,19,1,16.870695674627456,0.0,3,15,1,3.099901203693662,0.0,11,17,1,0.0,0.0,9,21,1,11.90186183479269,0.0,9,22,1,0.0,0.0,4,18,1,18.869401389992152,0.0,4,20,1,0.0,0.0,0,22
0,15,615.4088082071142,601.7061554794984,494.8314980377301,52487.96865153302,0,0.0,0.0,-1,-1,1,0.0,-0.003818382491455629,7,23,1,0.0,-0.0,6,21,1,26.159540683730413,0.0,2,16,1,25.812905698359067,0.0,9,16,1,10.860501605879673,0.0,2,22,1,17.688273609858005,0.0,3,15,1,14.62286578894589,0.0,7,18,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,40.943056222730036,0.0,1,21,0,0.0,0.0,-1,-1,1,39.40569111174282,-2.679334137386756,11,19,1,16.870695674627456,0.0,3,15,1,5.489256518894344,2.389355315200682,11,17,1,0.0,-0.0,9,21,1,1.9275527542498772,-6.98201635637997,9,22,1,0.0,-0.0,4,18,1,9.68820258062312,-6.426839166558324,4,20,1,0.0,-0.0,0,22
0,16,627.4925293485818,626.520313482605,834.8068800999888,21564.565833483084,0,0.0,0.0,-1,-1,1,0.0,0.0,7,23,1,0.0,-0.0,6,21,1,31.343255013768328,5.183714330037915,2,16,1,28.81568021619382,3.0027745178347525,9,16,1,10.860501605879673,0.0,2,22,0,0.0,0.0,-1,-1,1,14.650865411118783,0.027999622172892202,7,18,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,31.348928374078625,-6.715889494055987,1,21,0,0.0,0.0,-1,-1,1,39.40569111174282,0.0,11,19,0,0.0,0.0,-1,-1,1,5.489256518894344,0.0,11,17,1,0.0,0.0,9,21,1,0.0,-1.349286927974914,9,22,1,0.0,0.0,4,18,1,8.086019846349625,-1.1215279139914458,4,20,1,0.0,0.0,0,22
0,17,746.255067084286,748.3882834993018,1056.6662147980483,13582.816351526726,0,0.0,0.0,-1,-1,1,0.0,0.0,7,23,1,0.0,-0.0,6,21,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,10.860501605879673,0.0,2,22,0,0.0,0.0,-1,-1,1,19.495623233366086,4.844757822247302,7,18,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,31.348928374078625,0.0,1,21,0,0.0,0.0,-1,-1,1,39.40569111174282,0.0,11,19,0,0.0,0.0,-1,-1,1,8.43792900410761,2.948672485213267,11,17,1,0.0,0.0,9,21,1,0.0,-0.0,9,22,1,0.0,0.0,4,18,1,0.0,-5.660213892444738,4,20,1,0.0,-0.0,0,22
0,18,753.3487641653511,763.0145027217992,1179.875623717664,-10662.737257426597,0,0.0,0.0,-1,-1,1,0.0,-0.0,7,23,1,0.0,-0.0,6,21,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,10.860501605879673,0.0,2,22,0,0.0,0.0,-1,-1,1,19.495623233366086,0.0,7,18,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,31.348928374078625,0.0,1,21,0,0.0,0.0,-1,-1,1,44.870983266815934,5.465292155073118,11,19,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,0.0,0.0,9,21,1,0.0,0.0,9,22,1,4.200446401375026,4.200446401375026,4,18,1,0.0,0.0,4,20,1,0.0,0.0,0,22
0,19,670.6224567008651,673.0061137531245,711.9960975450665,15146.300811047673,0,0.0,0.0,-1,-1,1,0.0,-0.0,7,23,1,0.0,0.0,6,21,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,3.5740630167850664,-5.100507012366224,2,22,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,33.07484747164709,1.725919097568467,1,21,0,0.0,0.0,-1,-1,1,50.62922823387309,5.75824496705716,11,19,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,0.0,0.0,9,21,1,0.0,-0.0,9,22,0,0.0,0.0,-1,-1,1,0.0,0.0,4,20,1,0.0,0.0,0,22
0,20,583.0750485141972,595.3278093409084,411.8692373461759,-8994.666244251728,0,0.0,0.0,-1,-1,1,0.0,-0.0,7,23,1,0.0,0.0,6,21,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,9.609237569501708,6.035174552716642,2,22,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,33.07484747164709,0.0,1,21,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,1.52196085030089,1.52196085030089,9,21,1,0.0,0.0,9,22,0,0.0,0.0,-1,-1,1,4.6956254236937065,4.6956254236937065,4,20,1,0.0,0.0,0,22
0,21,409.3844800737724,421.35394055088835,269.22123544489386,-5586.7984534647385,0,0.0,0.0,-1,-1,1,1.8706424641543484,1.8706424641543484,7,23,1,0.0,0.0,6,21,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,12.214396020769222,2.6051584512675143,2,22,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,39.99467343592573,6.919825964278646,1,21,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,1.52196085030089,0.0,9,21,1,0.5738335974154114,0.5738335974154114,9,22,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,0.0,0.0,0,22
0,22,320.51030717731874,333.0109415583963,181.3110002358665,-4879.847497792874,0,0.0,0.0,-1,-1,1,7.182040851285098,5.31139838713075,7,23,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,12.214396020769222,0.0,2,22,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,5.881771693982078,5.307938096566666,9,22,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,1,1.8812978973801842,1.8812978973801842,0,22
0,23,250.53677771199204,250.53677771199204,113.78484607534043,-1984.5728552723965,0,0.0,0.0,-1,-1,1,7.182040851285098,0.0,7,23,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1
0,24,217.70412156535076,217.70412156535076,87.86506944982465,-697.1562412646135,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1,0,0.0,0.0,-1,-1
1,1,196.0789924644297,168.3160163995191,83.4726890566397,4925.527395277819,1,40.50028106535368,0.0,0,15,1,36.838269695118456,-0.025523318080133306,9,13,1,12.62355851979817,-6.549754186021489,5,21,1,57.45258826613969,0.0,11,20,1,53.55042671056562,0.0,1,21,1,20.844548955454076,-5.989754097846151,5,20,1,24.38821107363324,-5.5641616891347265,11,23,1,27.938315343325506,0.0,10,21,1,27.383991469526897,-2.4362928029587376,4,13,1,21.889654997281077,0.0,8,19,1,46.81517488333799,0.0,2,12,1,21.35551870509247,0.0,9,18,1,34.882736124237226,0.0,5,12,1,49.56802070591184,0.0,7,18,1,43.667479717035505,-2.023150103619737,1,22,1,50.24114862791734,0.0,11,22,1,50.350639690258085,-1.6557014004739183,10,12,1,42.84574157383388,0.0,4,13,1,49.96760399082724,-3.518638466775688,7,14,1,58.250423524847946,0.0,9,13
1,2,172.98494809925975,134.75429004403713,28.793994178964546,4558.87976039188,1,37.678780550236894,-1.9750503605817518,0,15,1,36.838269695118456,0.0,9,13,1,12.62355851979817,0.0,5,21,1,52.978305290461236,-3.131998082974918,11,20,1,53.55042671056562,0.0,1,21,1,20.844548955454076,0.0,5,20,1,21.815672672167974,-1.8007768810256872,11,23,1,20.43014283447019,-5.2557207561987225,10,21,1,19.195962398791547,-5.731620349514745,4,13,1,21.889654997281077,0.0,8,19,1,41.95656991160163,-3.4010234802154455,2,12,1,11.764346620786684,-6.713820459014052,9,18,1,34.882736124237226,0.0,5,12,1,49.56802070591184,0.0,7,18,1,43.667479717035505,0.0,1,22,1,50.24114862791734,0.0,11,22,1,50.350639690258085,0.0,10,12,1,38.19436139071955,-3.2559661281800283,4,13,1,49.96760399082724,0.0,7,14,1,48.3008784426804,-6.964681557517285,9,13
1,3,156.23223648309212,109.25356682743106,-20.272356736015148,1932.4336294294328,1,37.678780550236894,0.0,0,15,1,36.838269695118456,0.0,9,13,1,4.13249450399813,-5.943744811060029,5,21,1,52.978305290461236,0.0,11,20,1,53.55042671056562,0.0,1,21,1,13.98114348114418,-4.804383832016927,5,20,1,21.815672672167974,0.0,11,23,1,20.43014283447019,0.0,10,21,1,9.338535715337896,-6.900198678417556,4,13,1,21.7642691432565,-0.08777009781720602,8,19,1,41.95656991160163,0.0,2,12,1,5.47693443736896,-4.401188528392407,9,18,1,28.45918471826085,-4.496485984183463,5,12,1,40.44968159424359,-6.382837378167773,7,18,1,43.04071822517865,-0.4387330442998003,1,22,1,50.24114862791734,0.0,11,22,1,43.617102044634414,-4.713476351936568,10,12,1,30.05111284266414,-5.700273983638786,4,13,1,49.64221136508614,-0.2277748380187692,7,14,1,44.184018260235,-2.8818021277117807,9,13
